59.993,8.3237,208.36,60.13,152.64
60.012,8.3219,208.23,60.128,152.55
60.03,8.33,207.96,60.125,152.47
60.049,8.329,207.52,60.123,152.4
60.068,8.2906,207.78,60.121,152.58
60.087,8.3042,207.8,60.118,152.5
60.105,8.3097,208.43,60.116,152.49
60.124,8.3157,208.19,60.114,152.48
60.143,8.3041,208.1,60.111,152.44
60.161,8.2945,208.09,60.109,152.27
60.18,8.3032,207.66,60.107,152.45
60.199,8.2686,207.82,60.104,152.62
60.218,8.2899,207.83,60.102,152.36
60.143,8.303,207.86,60.099,152.79
60.216,8.3108,207.85,60.097,152.83
60.289,8.3239,207.85,60.095,152.87
60.361,8.3407,207.83,60.092,152.91
60.217,8.341,208.17,60.09,152.95
60.452,8.3251,208.1,60.088,153.16
60.687,8.3252,208.36,60.085,153.52
60.923,8.3113,208.14,60.083,153.75
61.158,8.2795,208.3,60.081,153.74
61.393,8.2685,207.93,60.078,153.73
61.409,8.2767,209.98,60.076,154.42
61.3,8.2899,211.61,63.55,153.74
61.191,8.1826,213.8,64.473,153.23
60.869,8.1963,206.98,64.987,152.75
60.541,8.3386,211.39,65.045,152.21
60.212,8.3724,210.82,60.712,151.8
59.884,8.3657,210.82,60.524,151.96
59.665,8.3564,210.13,60.458,152.21
59.57,8.3585,213.47,60.392,152.62
59.475,8.3581,215.11,60.326,152.31
59.38,8.378,214.61,60.26,152.06
59.289,8.2987,214.82,60.194,151.83
59.23,8.3152,215.74,60.128,150.99
59.17,8.3306,210.33,60.062,150.14
59.111,8.3352,209.34,59.996,149.16
59.152,8.3134,204.57,55.345,149.19
59.305,8.334,205.87,54.969,149.83
59.459,8.369,205.25,55.004,149.51
59.613,8.381,205.41,55.038,149.91
59.767,8.3796,204.84,55.072,149.52
59.921,8.3528,205.31,55.107,150.58
59.605,8.3314,203.53,55.141,150.57
59.739,8.3417,205.23,55.175,150.97
59.873,8.353,204.11,56.925,151.43
60.007,8.3417,205.49,59.504,151.76
60.141,8.329,204.94,59.995,151.62
60.064,8.3134,204.98,60.087,151.73
59.98,8.3465,204.41,60.08,151.17
59.895,8.3585,204.7,60.073,151.27
59.899,8.3952,204.88,60.067,151.37
59.925,8.3725,205.19,60.06,151.15
59.95,8.35,203.25,60.053,151.36
59.976,8.3344,202.93,60.047,151.72
60.001,8.3161,202.93,60.04,152.02
60.027,8.3173,202.91,60.034,152.02
60.049,8.3742,203.07,60.027,152.05
60.055,8.3537,203.29,60.02,152.41
60.06,8.3669,202.41,60.014,152.2
60.066,8.3364,202.67,60.007,152.34
60.072,8.3201,203.67,60.001,152.93
60.077,8.3073,202.92,59.994,152.67
60.083,8.3081,202.96,59.987,152.41
60.088,8.3614,203.18,59.981,152.15
60.094,8.3785,203.26,59.974,152.08
60.049,8.3154,202.87,59.968,151.7
59.948,8.3247,202.74,59.961,151.63
59.847,8.3598,202.76,59.954,151.2
59.746,8.3569,201.56,58.223,151.21
59.677,8.3478,201.65,56.341,151.22
59.625,8.3523,201.99,56.173,151.1
59.574,8.3467,202.17,57.403,150.96
59.523,8.3409,202.36,57.762,150.83
59.471,8.3347,202.02,57.784,150.68
59.42,8.345,202.02,57.807,150.29
59.369,8.3175,201.76,57.83,150.1
59.317,8.3048,202.24,57.852,149.93
59.273,8.3148,202.3,57.875,149.49
59.273,8.3676,201.94,57.898,148.62
59.273,8.3625,201.99,57.92,149
59.273,8.3422,201.89,57.943,148.98
59.294,8.338,202,57.966,148.53
59.328,8.3499,201.99,57.988,148.5
59.361,8.3218,202.01,58.011,148.51
59.394,8.3228,201.94,58.034,148.7
59.428,8.323,201.82,58.056,148.52
59.461,8.321,202.09,58.079,149.07
59.495,8.3282,202.1,58.101,149.01
59.528,8.3416,202.37,58.124,148.95
59.561,8.3642,201.85,56.162,148.49
59.595,8.3792,201.62,56.105,148.83
59.622,8.3078,202.47,56.047,149.34
59.643,8.3327,202.22,57.516,149.56
59.664,8.3262,202.08,57.544,150.01
59.684,8.3082,202.14,57.572,150.05
59.705,8.2856,201.59,57.6,150.96
59.666,8.3162,201.87,57.627,150.66
59.613,8.3263,201.87,57.655,150.7
59.56,8.285,202.37,57.683,150.79
59.506,8.2682,202.19,57.711,150.72
59.453,8.2909,202.33,57.739,150.47
59.399,8.2917,201.72,57.767,150.22
59.346,8.2992,201.55,57.795,149.97
59.293,8.2912,202.29,57.823,149.68
59.289,8.3092,202.29,57.851,148.65
59.314,8.3287,202.09,57.879,148.09
59.34,8.3227,201.83,57.907,147.86
59.365,8.3092,199.13,57.935,148
59.39,8.2868,198.89,57.963,148.49
59.416,8.2664,198.96,57.99,149.17
59.441,8.264,197.07,58.018,149.52
59.466,8.2882,196.76,58.046,150.13
59.501,8.2955,197.15,59.53,150.75
59.536,8.2858,196.79,59.637,150.9
59.57,8.3129,197.03,59.744,150.97
59.605,8.3328,196.82,59.851,151.04
59.64,8.3288,197.02,59.958,151.12
59.675,8.3136,196.92,59.199,151.19
59.71,8.3035,196.56,58.177,151.25
59.745,8.3002,196.93,58.156,151.24
59.78,8.3001,197.02,58.135,151.26
59.814,8.2556,197.14,58.113,151.82
59.849,8.2903,199.48,58.092,151.7
59.884,8.3261,198.91,58.071,151.6
59.919,8.3247,198.91,58.05,151.52
59.954,8.2944,198.91,58.029,151.39
59.989,8.3076,198.62,58.007,151.25
60.023,8.297,198.91,57.986,151.25
60.058,8.276,198.93,57.965,151.24
60.093,8.2896,199.36,57.944,151.24
60.128,8.2951,199.35,57.923,151.23
60.163,8.3068,199.01,57.901,151.67
59.692,8.3202,201.17,58.8,151.69
59.74,8.3196,200.79,59.082,151.59
59.789,8.2969,201.38,59.083,151.49
59.806,8.3135,201.12,59.084,151.47
59.806,8.2692,201.08,59.084,151.88
59.806,8.2799,200.82,59.085,151.88
59.806,8.2973,200.47,59.086,151.8
59.806,8.3139,201.33,59.087,152.06
59.806,8.3247,201.39,59.088,151.56
59.806,8.3019,200.86,59.088,151.8
59.806,8.261,200.85,59.089,151.99
59.806,8.2689,200.73,59.09,152.16
59.899,8.3103,201.04,59.091,151.97
60.044,8.3191,201.21,59.092,151.78
59.833,8.3136,200.66,59.092,151.28
59.61,8.2761,200.63,59.093,151.35
59.435,8.2689,200.71,59.094,151.42
59.527,8.2719,201.54,59.095,151.29
59.428,8.3214,201.12,59.096,150.59
59.329,8.3066,200.97,59.096,150.18
59.231,8.2799,200.7,59.097,149.59
59.132,8.266,199.02,59.098,148.71
59.034,8.3353,199.38,57.581,148.35
59.189,8.3198,192.02,56.093,147.37
59.636,8.2297,186.28,58.108,149.12
59.788,8.2846,190.08,54.774,150.25
59.941,8.3611,189.98,56.265,150.88
60.094,8.2778,190.02,58.088,151.74
60.246,8.2801,191.99,57.67,152.15
60.399,8.2961,192.13,58.036,152.09
60.552,8.2907,192.1,58.401,152.02
60.418,8.2934,191.91,57.866,151.96
60.255,8.2982,192.34,56.815,151.94
60.346,8.3168,192.52,56.649,151.97
60.438,8.3341,192.21,56.991,152.29
60.529,8.3239,192.33,57.332,152.36
60.621,8.2648,191.62,59.734,152.7
60.713,8.2693,192.33,59.553,153.03
60.804,8.3076,192.21,58.728,152.88
60.896,8.3243,192.49,58.295,152.62
60.987,8.3058,192.28,58.389,153.19
61.06,8.2968,192.26,59.493,152.99
60.989,8.2817,192.39,60.39,153.08
60.905,8.2745,192.49,59.979,153.17
60.821,8.3302,192.63,59.433,153.05
60.738,8.3227,192.5,58.578,152.66
60.654,8.3105,192.05,58.684,152.29
60.544,8.2821,192.31,58.822,151.94
60.267,8.2473,192.43,58.274,151.6
59.989,8.2722,192.64,57.559,151.25
59.712,8.3096,192.38,55.232,150.9
59.882,8.3391,192.36,54.504,150.52
59.508,8.2701,191.96,57.136,150.15
59.215,8.3066,192.32,56.972,149.9
59.183,8.2991,192.41,56.807,149.57
59.152,8.2975,192.41,56.643,149.1
59.12,8.3021,192.2,56.479,148.89
59.088,8.3006,192.04,56.314,148.67
59.056,8.2946,192.41,56.15,148.3
59.025,8.3172,192.43,56.037,147.85
58.993,8.3105,189.42,56.26,147.76
58.961,8.3065,189.58,56.484,147.6
58.934,8.3045,189.38,56.624,147.7
58.934,8.2891,189.56,56.743,147.91
58.934,8.2755,189.68,56.862,148.09
58.934,8.2939,189.52,56.823,147.68
58.934,8.3264,189.59,55.782,147.5
58.934,8.3098,189.5,56.524,147.33
58.934,8.2826,189.53,58.735,147.5
58.934,8.3059,189.74,58.766,147.94
59.005,8.3484,189.76,58.797,148.69
59.093,8.2899,189.71,60.341,149.43
59.182,8.2599,189.52,61.252,149.91
59.27,8.2947,189.76,59.822,150.09
59.273,8.3206,189.71,58.391,150
59.273,8.3386,189.77,58.109,149.9
59.273,8.2828,189.46,58.811,149.82
59.273,8.279,189.34,60.145,150.11
59.273,8.3217,189.8,58.167,149.9
59.277,8.297,189.48,58.507,149.95
59.286,8.272,189.34,60.183,150
59.295,8.3099,189.65,59.928,149.96
59.303,8.3337,189.63,59.672,149.92
59.312,8.3182,189.43,59.498,150.05
59.321,8.3045,189.44,59.841,149.96
59.33,8.2885,189.64,60.184,150.06
59.338,8.2858,190.06,60.386,150.17
59.359,8.2996,189.45,60.263,150.43
59.45,8.3009,189.56,60.141,150.58
59.542,8.2825,189.59,60.018,150.7
59.634,8.285,189.63,59.895,150.82
59.726,8.2919,189.44,59.773,150.94
59.818,8.3026,189.52,59.65,151.04
59.909,8.3239,189.68,59.528,151.02
60.001,8.349,189.89,59.548,151.01
60.093,8.3148,189.73,61.527,151.42
60.185,8.3202,190.13,63.967,152.29
60.38,8.287,189.69,65.757,152.76
60.634,8.2854,194.48,66.574,153.26
60.889,8.2764,194.33,65.201,153
60.605,8.2776,194.44,63.579,152.61
60.304,8.3031,194.26,60.385,151.89
60.003,8.3125,194.3,58.581,151.39
59.702,8.3198,194.09,57.573,150.89
59.401,8.3122,194.24,56.848,150.39
59.1,8.3173,193.84,56.776,149.89
58.799,8.3102,193.78,56.703,149.46
58.822,8.2789,193.83,57.343,149.26
58.925,8.2778,193.62,58.159,149.06
59.028,8.3036,193.6,58.606,149.12
59.13,8.3494,193.76,58.842,149.22
59.233,8.3101,192.79,59.969,149.47
59.335,8.2727,193.02,61.605,149.8
59.438,8.2694,192.66,61.485,150.12
59.541,8.2867,193.22,61.024,150.41
59.643,8.3036,191.77,59.917,150.63
59.746,8.2903,189.66,59.611,150.87
59.848,8.2966,187.33,60.518,151.45
60.069,8.2912,186.57,61.463,152.03
60.423,8.2923,185.58,62.002,152.45
60.778,8.3171,185.31,61.608,152.61
60.758,8.3427,188.61,61.014,152.56
60.646,8.2958,191.35,60.097,152.59
60.534,8.278,192.21,59.525,152.21
60.388,8.3261,193.83,57.732,152.02
60.017,8.3396,194.07,56.758,151.79
59.74,8.2748,194.22,57.396,151.67
59.682,8.2799,194.89,57.394,151.44
59.624,8.3406,195.52,56.885,151.3
59.566,8.3168,195.54,57.071,151.52
59.508,8.2785,195.42,58.691,151.42
59.071,8.2579,195.42,58.637,151.27
59.542,8.3487,195.41,56.676,151.22
59.559,8.3191,196.24,57.408,151.18
59.576,8.2898,194.44,58.141,151.13
59.593,8.2712,193.61,58.873,151.14
59.61,8.2704,195.08,59.606,151.3
59.628,8.2837,195.7,59.286,151.46
59.302,8.3057,195.8,58.93,151.14
59.334,8.3224,195.77,58.573,151.05
59.366,8.3164,195.88,58.326,151.03
59.399,8.3016,195.36,58.77,150.98
59.431,8.2876,194.37,59.213,150.92
59.463,8.2745,193.58,59.657,150.68
59.518,8.2904,193.7,60.129,151.01
59.713,8.3079,193.91,60.782,151.51
59.908,8.3087,192.54,61.435,151.92
60.103,8.2889,191.86,62.548,152.24
60.298,8.2881,194.07,63.07,152.56
60.493,8.3034,195.54,61.968,152.68
60.689,8.2808,196.99,61.346,152.47
60.64,8.2478,198.63,61.827,152.35
60.533,8.2948,199.96,59.372,152.06
60.425,8.333,200.13,57.25,151.93
60.317,8.3153,200.14,57.825,152.09
60.209,8.2874,199.26,58.4,152.12
60.097,8.2722,199.46,58.526,152.15
59.983,8.2978,200.23,58.39,152.17
59.884,8.2809,200.05,58.255,152.07
59.821,8.2967,200.14,58.119,151.9
59.758,8.3,200.41,57.984,151.73
59.695,8.3169,203.52,57.827,151.55
59.633,8.3041,204.12,57.619,151.07
59.57,8.2781,204.65,58.205,151.27
59.507,8.2928,204.78,58.265,151.19
59.444,8.294,204.55,58.28,151.02
59.381,8.2907,204.36,58.295,150.85
59.318,8.2718,204.24,58.31,150.62
59.255,8.2891,204.49,58.326,150.15
59.192,8.2811,205.11,58.341,150.53
59.129,8.2946,203.04,58.356,150.2
59.121,8.2861,204.59,58.371,150.27
59.115,8.2703,204.7,56.136,150.27
59.109,8.2685,204.45,56.824,150.26
59.102,8.2779,204.52,57.511,150.26
59.096,8.2755,204.51,57.712,150.1
59.089,8.2725,204.54,57.899,149.94
59.083,8.2745,204.65,58.039,149.87
59.076,8.275,205.04,57.886,149.48
59.07,8.2897,204.99,57.733,149.52
59.063,8.2964,204.79,57.58,149.55
59.057,8.2681,203.02,57.672,149.33
59.05,8.257,202.95,57.904,149.14
59.044,8.279,203.24,58.136,149.41
59.037,8.293,204.1,58.377,149.73
59.031,8.2612,202.07,58.628,149.71
59.08,8.2551,201.61,59.678,149.92
59.132,8.3123,201.6,57.031,149.94
59.183,8.3188,202.59,57.821,150.05
59.234,8.291,202.74,58.611,150.18
59.285,8.292,202.79,59.4,150.3
59.336,8.2775,204.12,59.954,150.67
59.387,8.2832,204.77,59.973,150.81
59.438,8.2931,205.01,59.992,150.96
59.49,8.2374,204.96,60.815,151.11
59.499,8.2459,205.31,60.757,151.2
59.508,8.2774,205.48,59.495,151.29
59.517,8.2917,203.26,59.421,151.67
59.525,8.2624,202.97,60.025,151.76
59.534,8.2566,202.89,60.63,151.8
59.542,8.2595,202.89,60.261,151.81
59.551,8.2842,203.05,59.342,151.47
59.559,8.2664,202.93,58.424,151.12
59.499,8.2656,202.61,57.682,150.78
59.36,8.2744,202.77,57.141,150.39
59.22,8.2973,201.38,56.599,149.78
59.081,8.2918,202.01,56.974,149.82
59.063,8.29,200.55,57.575,149.42
59.113,8.2773,199.57,58.176,149.23
59.163,8.257,199.16,58.777,149.15
59.213,8.2878,199.87,59.378,149.64
59.263,8.2733,199.77,59.694,149.66
59.313,8.2569,199.29,59.847,150.1
59.363,8.2616,200.6,60,150.22
59.413,8.2971,201.91,60.161,150.37
59.463,8.2771,202.29,60.369,150.53
59.513,8.2523,202.75,60.601,150.81
59.524,8.2346,202.88,58.525,150.93
59.492,8.2575,203.14,57.399,150.65
59.459,8.2746,203.11,57.152,150.36
59.427,8.2999,203.05,57.406,150.68
59.394,8.2698,201.85,58.107,150.06
59.361,8.2577,203.05,59.137,149.95
59.329,8.2645,202.98,59.041,149.92
59.296,8.2775,203.2,58.946,149.88
59.264,8.2725,201.32,58.85,150.18
59.231,8.2526,201.45,59.617,150.35
59.229,8.2581,201.76,60.011,150.57
59.235,8.2544,202.38,59.743,150.51
59.241,8.2594,202.88,59.475,150.39
59.247,8.2726,203.38,59.259,150.25
59.253,8.2812,203.08,59.161,150.12
59.259,8.2739,202.86,59.063,150.02
59.265,8.2907,202.95,58.965,150.06
59.271,8.2594,202.97,59.082,150.11
59.277,8.2608,202.94,59.322,150.16
59.283,8.2453,202.64,59.562,150.43
59.289,8.237,201.96,59.802,150.47
59.295,8.2682,202.29,59.486,150.46
59.301,8.2561,202.6,58.542,150.44
59.307,8.2939,203.27,57.809,150.42
59.313,8.2962,202.85,58.411,150.24
59.319,8.2593,202.81,59.052,150.42
59.325,8.2496,203.08,59.716,150.6
59.331,8.2569,202.91,60.379,150.77
59.337,8.2474,203.25,60.505,150.91
59.343,8.2642,202.52,60.026,150.89
59.349,8.2634,202.74,59.546,151.02
59.355,8.2439,203.01,59.066,151.05
59.361,8.2699,203.02,58.443,150.64
59.367,8.2855,202.97,57.738,150.43
59.369,8.2911,202.62,57.366,150.21
59.366,8.2657,202.04,57.76,149.7
59.363,8.2496,202.29,58.154,149.74
59.36,8.2381,202.25,58.548,150
59.357,8.2468,201.31,58.942,150.12
59.354,8.2399,200.89,59.08,150.11
59.352,8.277,202.47,57.592,149.96
59.349,8.3113,202.63,57.164,149.78
59.346,8.2953,202.61,58.058,149.6
59.359,8.2886,202.59,59.714,149.76
59.373,8.2679,202.25,61.371,150.25
59.387,8.2376,203,62.667,150.94
59.4,8.2227,203.14,61.099,150.73
59.414,8.2825,203.44,57.463,150.72
59.428,8.2866,203.32,57.037,150.8
59.441,8.2887,202.4,57.184,150.6
59.455,8.2817,202.67,58.707,151.17
59.476,8.2701,202.56,60.23,151.32
59.538,8.2691,203.15,61.752,151.7
59.6,8.2559,203.15,61.985,151.9
59.663,8.2396,202.93,61.899,151.71
59.652,8.2517,202.27,60.043,151.53
59.601,8.2609,201.86,58.187,151.03
59.549,8.2694,201.85,57.838,150.49
59.498,8.3124,202.01,57.532,150.23
59.446,8.2945,201.36,57.337,149.98
59.395,8.2656,201.88,57.843,149.57
59.343,8.2676,202.23,58.159,149.54
59.292,8.2569,202.36,58.429,149.51
59.25,8.2553,202.1,58.698,149.54
59.214,8.2577,201.98,58.968,149.43
59.177,8.2522,202.04,59.237,149.44
59.141,8.2604,202.25,59.435,149.33
59.116,8.2557,201.65,59.466,149.63
59.097,8.3038,201.56,59.498,149.5
59.078,8.2839,201.32,59.529,149.63
59.059,8.2527,201.96,59.561,149.55
59.041,8.2629,202.32,59.592,149.35
59.075,8.2468,202,59.282,149.01
59.171,8.288,201.88,58.887,148.85
59.266,8.3167,201.35,58.493,148.75
59.361,8.271,201.77,60.258,149.26
59.456,8.2316,201.78,60.645,149.66
59.551,8.257,202.05,61.031,149.65
59.647,8.2876,202,61.234,149.8
59.742,8.2803,201.72,61.013,150.04
59.837,8.2821,202.12,60.792,150.32
59.889,8.2827,202.07,60.57,150.11
59.843,8.3031,202.21,60.031,149.83
59.797,8.2955,201.94,59.132,149.55
59.75,8.3272,201.94,58.473,149.78
59.704,8.313,201.99,58.369,149.77
59.658,8.335,201.84,58.265,149.97
59.612,8.2711,201.59,59.333,150.43
59.565,8.2665,202.04,59.592,150.6
59.605,8.3082,202.01,59.232,150.49
59.648,8.298,201.89,58.871,150.68
59.69,8.3211,202.21,58.51,150.96
59.733,8.3148,201.95,58.15,151.27
59.776,8.3314,202.15,58.811,151.53
59.818,8.264,201.66,59.72,151.68
59.861,8.2684,202.2,59.2,151.65
59.904,8.3063,202.07,58.634,151.39
59.946,8.3206,202.13,58.231,151.55
59.943,8.3308,202.13,58.009,151.72
59.834,8.3179,201.59,57.788,151.88
60.098,8.2849,201.9,59.767,152.35
60.3,8.2551,202.35,60.909,152.2
60.331,8.2803,202.52,59.549,152.05
60.362,8.3114,201.85,58.763,151.94
60.392,8.3127,201.57,58.99,152.43
60.423,8.3253,201.85,59.217,152.3
60.454,8.297,201.89,59.443,152.16
60.485,8.332,202.05,59.67,152.07
60.516,8.2573,202.04,60.581,152.53
60.546,8.28,202.53,59.447,152.4
60.54,8.3306,201.87,57.389,152.39
60.514,8.3307,201.59,57.383,152.43
60.487,8.2694,202.13,60.998,152.48
60.46,8.271,202.15,60.783,152.44
60.434,8.2999,202.43,59.052,152.37
60.407,8.3472,201.83,58.215,152.26
60.38,8.3138,201.59,58.949,152.26
60.354,8.3037,202.27,60.607,152.34
60.327,8.2988,202.65,60.654,152.42
60.301,8.2718,202.1,60.701,152.49
60.285,8.2942,201.84,60.749,152.56
60.277,8.2859,201.99,60.796,152.45
60.268,8.2936,201.81,60.581,152.25
60.259,8.291,201.8,59.764,152.06
60.251,8.3263,202.25,59.085,152.08
60.242,8.337,202.4,59.288,152.14
60.234,8.3048,202.23,60.031,152.08
60.225,8.2745,201.81,61.386,151.98
60.216,8.289,202.31,60.831,151.94
60.208,8.315,202.22,59.806,151.9
60.199,8.3249,201.89,59.03,151.86
60.19,8.3047,201.47,59.802,151.82
60.182,8.2991,201.75,60.573,151.78
60.173,8.2835,201.79,61.345,151.75
60.164,8.2599,201.87,61.213,152.03
60.156,8.2978,201.93,60.339,151.74
60.147,8.3343,202.2,59.204,152.04
60.105,8.328,201.97,59.715,152.09
60.054,8.2842,202.83,60.838,151.87
60.003,8.2663,203.53,60.286,151.75
60.07,8.3019,204.01,59.215,151.78
60.269,8.3073,200.04,59.033,152.07
60.469,8.2743,199.93,60.954,152.46
60.668,8.3069,199.66,62.035,152.85
60.868,8.2929,200.15,62.156,153.03
61.068,8.3002,200.02,62.277,153.13
61.267,8.3093,199.99,62.398,153.23
61.467,8.2811,199.79,62.519,153.25
61.667,8.3156,199.77,62.613,153.27
61.672,8.3169,199.94,62.54,153.37
61.686,8.2996,200.19,62.466,153.05
61.785,8.3194,199.92,62.392,153.07
61.885,8.3159,199.94,62.319,153.44
61.984,8.3172,201.95,62.245,153.29
61.74,8.2888,202.62,62.172,153.14
61.486,8.2485,202.67,62.098,152.62
60.926,8.2933,201.65,57.634,151.96
60.428,8.306,199.16,56.036,151.55
60.37,8.3246,198.07,56.628,151.6
60.312,8.3344,197.61,57.219,151.65
60.254,8.2779,199.25,60.45,151.69
60.196,8.3039,199.43,60.291,151.88
60.137,8.325,199.77,60.018,151.69
60.079,8.3116,199.96,59.744,151.62
60.021,8.3133,199.99,59.47,151.56
59.963,8.2986,200.06,59.658,151.73
59.905,8.3078,199.24,59.956,151.59
60.122,8.318,199.67,60.255,152.31
60.348,8.315,200.16,61.057,152.53
60.573,8.2888,202.87,62.206,152.76
60.569,8.3079,206.54,61.24,152.6
60.435,8.3416,208.34,58.675,152.28
60.301,8.3188,208.52,58.067,151.96
60.167,8.3143,208.94,58.577,151.81
60.033,8.3213,208.81,59.088,151.23
59.899,8.3112,206.63,59.934,151.25
59.811,8.3088,205.61,61.155,151.3
59.828,8.2604,203.85,62.53,151.29
59.844,8.2685,201.62,62.158,151.28
59.861,8.2951,199.86,61.787,151.27
59.878,8.3037,198.7,61.687,151.26
59.894,8.2943,197.28,62.213,151.33
59.916,8.3113,196.45,62.739,151.47
59.945,8.3007,196.3,63.265,151.62
59.973,8.3168,195.69,63.609,151.76
60.001,8.362,196.13,62.802,151.92
60.029,8.278,197.75,64.649,152.15
60.167,8.319,198.61,63.951,152.27
60.177,8.2981,199.23,63.152,151.95
60.095,8.3067,199.77,62.353,151.8
60.014,8.3265,200.21,61.555,151.93
59.933,8.3178,199.1,60.728,151.78
60.288,8.3113,198.71,60.434,151.64
60.197,8.3273,199.92,60.818,151.74
60.107,8.3184,199.68,61.044,151.71
60.017,8.2833,199.41,61.576,151.92
59.927,8.2712,199.64,62.529,151.91
59.882,8.3069,198.92,61.254,151.8
59.89,8.3066,198.66,60.438,151.69
59.897,8.3045,198.73,60.143,151.47
59.905,8.3132,200.32,59.847,151.7
59.912,8.3487,199.91,59.552,151.52
59.919,8.2776,199.51,61.926,151.58
59.927,8.289,199,62.5,151.86
59.934,8.2904,199.49,62.472,151.85
59.942,8.2981,200.31,61.562,151.79
59.949,8.3523,199.98,60.037,151.55
60.059,8.2898,198.4,60.872,151.76
59.968,8.2658,196.81,63.04,151.87
59.988,8.2962,197.34,63.135,152.14
60.008,8.305,198.01,62.719,151.87
60.028,8.3442,197.93,61.25,151.68
60.048,8.3034,198.88,61.302,151.72
60.068,8.2711,198.94,62.245,151.75
60.089,8.2998,199.07,62.24,152.16
60.109,8.2981,198.37,61.78,152.02
60.129,8.2976,198.39,61.506,151.88
60.149,8.3237,200.83,61.134,151.74
60.169,8.337,201.19,60.143,151.58
60.202,8.3089,201.79,60.404,151.65
60.235,8.3008,202.5,62.064,151.97
60.269,8.2839,202.59,62.277,151.97
60.302,8.2789,201.32,62.445,151.98
60.335,8.317,200.57,61.268,151.98
60.369,8.3097,199.47,61.276,151.98
60.402,8.2831,199.05,61.331,151.98
60.435,8.3005,198.78,61.387,151.99
60.159,8.2905,198.22,61.442,151.99
60.142,8.2956,197.39,61.498,152.01
60.125,8.3124,197.7,61.554,152.02
60.109,8.3049,197.89,61.346,152.04
60.092,8.3217,198.45,61.129,152.05
60.075,8.3422,199.88,60.913,152.02
60.058,8.3146,200.42,60.697,151.99
60.042,8.2721,201.53,61.679,152
60.025,8.2868,203.12,60.579,151.93
59.782,8.3024,203.54,58.006,151.48
59.531,8.3264,203.95,57.094,151.29
59.281,8.3462,203.99,56.969,151.14
59.427,8.3239,202.24,57.961,151.04
